"path","freq","age","sex","indexYear"
"acetaminophen+amoxicillin-clavulanate-doxylamine",3,"0-10","female","1980"
"acetaminophen+amoxicillin-clavulanate-doxylamine",3,"0-10","male","1974"
"acetaminophen+amoxicillin-clavulanate-penicillinv",3,"0-10","female","1982"
"acetaminophen+amoxicillin-clavulanate-penicillinv",3,"0-10","male","1980"
"acetaminophen+amoxicillin-doxylamine",3,"0-10","female","1975"
"acetaminophen+amoxicillin-doxylamine",3,"0-10","female","1979"
"acetaminophen+amoxicillin-doxylamine",3,"0-10","female","1981"
"acetaminophen+amoxicillin-doxylamine",3,"0-10","male","1980"
"acetaminophen+amoxicillin-doxylamine-aspirin",3,"0-10","male","1981"
"acetaminophen+amoxicillin-penicillinv",3,"0-10","female","1981"
"acetaminophen+amoxicillin-penicillinv",3,"0-10","female","1982"
"acetaminophen+amoxicillin-penicillinv",3,"0-10","male","1979"
"acetaminophen+amoxicillin-penicillinv",3,"0-10","male","1981"
"acetaminophen+amoxicillin-penicillinv-aspirin-clavulanate",3,"0-10","male","1980"
"acetaminophen+amoxicillin-penicillinv-clavulanate",3,"0-10","female","1980"
"acetaminophen+amoxicillin-penicillinv-clavulanate",3,"0-10","female","1982"
"acetaminophen+amoxicillin-penicillinv-clavulanate",3,"0-10","female","1986"
"acetaminophen+amoxicillin-penicillinv-clavulanate",3,"0-10","male","1984"
"acetaminophen+amoxicillin-penicillinv-doxylamine",3,"0-10","male","1982"
"acetaminophen+amoxicillin-penicillinv-doxylamine",3,"0-10","male","1985"
"acetaminophen+doxylamine",3,"0-10","female","1955"
"acetaminophen+doxylamine",3,"0-10","female","1961"
"acetaminophen+doxylamine",3,"0-10","female","1965"
"acetaminophen+doxylamine",3,"0-10","female","1966"
"acetaminophen+doxylamine",3,"0-10","female","1977"
"acetaminophen+doxylamine",3,"0-10","male","1963"
"acetaminophen+doxylamine",3,"0-10","male","1967"
"acetaminophen+doxylamine",3,"0-10","male","1968"
"acetaminophen+doxylamine",3,"0-10","male","1972"
"acetaminophen+doxylamine",3,"0-10","male","1978"
"acetaminophen+doxylamine",3,"0-10","male","1980"
"acetaminophen+doxylamine",3,"0-10","male","1985"
"acetaminophen+doxylamine",3,"0-10","male","1989"
"acetaminophen+doxylamine",3,"10-20","female","1989"
"acetaminophen+doxylamine",3,"20-30","female","1982"
"acetaminophen+doxylamine-amoxicillin",3,"0-10","female","1975"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1970"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1972"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1974"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1975"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1978"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1981"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1982"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1987"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1958"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1959"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1962"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1968"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1970"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1971"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1978"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","female","1972"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","female","1973"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","female","1976"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","female","1984"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","male","1964"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","male","1976"
"acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","male","1999"
"acetaminophen+doxylamine-amoxicillin+clavulanate-aspirin",3,"0-10","male","1950"
"acetaminophen+doxylamine-amoxicillin+clavulanate-aspirin",3,"0-10","male","1953"
"acetaminophen+doxylamine-amoxicillin+clavulanate-aspirin-penicillinv",3,"0-10","male","1966"
"acetaminophen+doxylamine-amoxicillin+clavulanate-aspirin-penicillinv",3,"0-10","male","1968"
"acetaminophen+doxylamine-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1950"
"acetaminophen+doxylamine-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1965"
"acetaminophen+doxylamine-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1966"
"acetaminophen+doxylamine-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1970"
"acetaminophen+doxylamine-amoxicillin-clavulanate",3,"0-10","female","1973"
"acetaminophen+doxylamine-amoxicillin-clavulanate",3,"0-10","female","1979"
"acetaminophen+doxylamine-amoxicillin-clavulanate",3,"0-10","male","1972"
"acetaminophen+doxylamine-aspirin",3,"0-10","male","1965"
"acetaminophen+doxylamine-aspirin",3,"0-10","male","1969"
"acetaminophen+doxylamine-aspirin-amoxicillin",3,"0-10","female","1963"
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate",3,"0-10","female","1969"
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate",3,"0-10","male","1955"
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate",3,"0-10","male","1972"
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1957"
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1951"
"acetaminophen+doxylamine-aspirin-aspirin+penicillinv",3,"0-10","female","1950"
"acetaminophen+doxylamine-aspirin-penicillinv",3,"0-10","female","1968"
"acetaminophen+doxylamine-aspirin-penicillinv",3,"0-10","female","1969"
"acetaminophen+doxylamine-aspirin-penicillinv",3,"0-10","male","1966"
"acetaminophen+doxylamine-aspirin-penicillinv",3,"0-10","male","1984"
"acetaminophen+doxylamine-aspirin-penicillinv",3,"10-20","male","1952"
"acetaminophen+doxylamine-aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1963"
"acetaminophen+doxylamine-aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1973"
"acetaminophen+doxylamine-aspirin-penicillinv-amoxicillin+clavulanate",3,"10-20","male","1963"
"acetaminophen+doxylamine-penicillinv",3,"0-10","female","1978"
"acetaminophen+doxylamine-penicillinv",3,"0-10","female","1985"
"acetaminophen+doxylamine-penicillinv",3,"0-10","male","1955"
"acetaminophen+doxylamine-penicillinv",3,"0-10","male","1979"
"acetaminophen+doxylamine-penicillinv",3,"0-10","male","1980"
"acetaminophen+doxylamine-penicillinv-amoxicillin",3,"0-10","female","1977"
"acetaminophen+doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1965"
"acetaminophen+doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1970"
"acetaminophen+doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1989"
"acetaminophen+doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1955"
"acetaminophen+doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1979"
"acetaminophen+doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1980"
"acetaminophen+doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1982"
"acetaminophen+doxylamine-penicillinv-amoxicillin+clavulanate-aspirin",3,"0-10","male","1963"
"acetaminophen+doxylamine-penicillinv-aspirin-amoxicillin+clavulanate",3,"0-10","female","1960"
"acetaminophen+doxylamine-penicillinv-aspirin-amoxicillin+clavulanate",3,"0-10","female","1974"
"acetaminophen+doxylamine-penicillinv-aspirin-amoxicillin+clavulanate",3,"0-10","male","1959"
"acetaminophen+doxylamine-penicillinv-aspirin-amoxicillin+clavulanate",3,"0-10","male","1961"
"acetaminophen+penicillinv-acetaminophen",3,"0-10","female","1978"
"acetaminophen-acetaminophen+amoxicillin+clavulanate-penicillinv",3,"0-10","male","1956"
"acetaminophen-acetaminophen+amoxicillin-clavulanate",3,"0-10","female","1980"
"acetaminophen-acetaminophen+penicillinv-aspirin-amoxicillin+clavulanate",3,"0-10","female","1964"
"acetaminophen-amoxicillin",3,"0-10","female","1973"
"acetaminophen-amoxicillin",3,"0-10","female","1974"
"acetaminophen-amoxicillin",3,"0-10","female","1975"
"acetaminophen-amoxicillin",3,"0-10","male","1970"
"acetaminophen-amoxicillin",3,"0-10","male","1971"
"acetaminophen-amoxicillin",3,"0-10","male","1972"
"acetaminophen-amoxicillin",3,"0-10","male","1976"
"acetaminophen-amoxicillin",3,"0-10","male","1980"
"acetaminophen-amoxicillin",3,"10-20","female","1975"
"acetaminophen-amoxicillin+aspirin-penicillinv",3,"0-10","female","1977"
"acetaminophen-amoxicillin+aspirin-penicillinv",3,"0-10","male","1977"
"acetaminophen-amoxicillin+aspirin-penicillinv-doxylamine-clavulanate",3,"0-10","male","1975"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1951"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1956"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1957"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1958"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1965"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1966"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1967"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1968"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1969"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1970"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1972"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1974"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1975"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1976"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1977"
"acetaminophen-amoxicillin+clavulanate",4,"0-10","female","1979"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1980"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1981"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1982"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1984"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1993"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1951"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1953"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1954"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1955"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1956"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1958"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1960"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1961"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1962"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1964"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1965"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1966"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1968"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1970"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1971"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1972"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1973"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1974"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1975"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1976"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1978"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1979"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1983"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1984"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1985"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1986"
"acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1987"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1964"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1965"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1968"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1969"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1971"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1972"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1975"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1976"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1989"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","female","1993"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","male","1963"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","male","1966"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","male","1975"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","male","1984"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","male","1994"
"acetaminophen-amoxicillin+clavulanate",3,"10-20","male","1995"
"acetaminophen-amoxicillin+clavulanate",3,"20-30","female","1991"
"acetaminophen-amoxicillin+clavulanate",3,"20-30","female","1997"
"acetaminophen-amoxicillin+clavulanate",3,"20-30","male","1961"
"acetaminophen-amoxicillin+clavulanate",3,"20-30","male","1968"
"acetaminophen-amoxicillin+clavulanate",3,"20-30","male","1976"
"acetaminophen-amoxicillin+clavulanate",3,"20-30","male","1993"
"acetaminophen-amoxicillin+clavulanate-aspirin",3,"0-10","female","1954"
"acetaminophen-amoxicillin+clavulanate-aspirin",3,"0-10","female","1962"
"acetaminophen-amoxicillin+clavulanate-aspirin",3,"0-10","female","1973"
"acetaminophen-amoxicillin+clavulanate-aspirin",3,"0-10","female","1974"
"acetaminophen-amoxicillin+clavulanate-aspirin",3,"0-10","male","1961"
"acetaminophen-amoxicillin+clavulanate-aspirin",3,"0-10","male","1966"
"acetaminophen-amoxicillin+clavulanate-aspirin",3,"0-10","male","1974"
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",3,"0-10","male","1955"
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",3,"0-10","male","1967"
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",3,"0-10","male","1968"
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",3,"0-10","male","1974"
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine-penicillinv",3,"0-10","male","1959"
"acetaminophen-amoxicillin+clavulanate-aspirin-penicillinv",3,"0-10","female","1961"
"acetaminophen-amoxicillin+clavulanate-aspirin-penicillinv",3,"0-10","female","1972"
"acetaminophen-amoxicillin+clavulanate-aspirin-penicillinv",3,"0-10","male","1952"
"acetaminophen-amoxicillin+clavulanate-aspirin-penicillinv",3,"0-10","male","1960"
"acetaminophen-amoxicillin+clavulanate-aspirin-penicillinv",3,"0-10","male","1982"
"acetaminophen-amoxicillin+clavulanate-aspirin-penicillinv-doxylamine",3,"0-10","female","1964"
"acetaminophen-amoxicillin+clavulanate-aspirin-penicillinv-doxylamine",3,"0-10","female","1972"
"acetaminophen-amoxicillin+clavulanate-aspirin-penicillinv-doxylamine",3,"0-10","male","1964"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1956"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1957"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1958"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1959"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1961"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1964"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1965"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1966"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1970"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1972"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1973"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1977"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1980"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1981"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1951"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1952"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1953"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1959"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1963"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1968"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1970"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1971"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1975"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1976"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1977"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1978"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"10-20","female","1971"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"10-20","female","1976"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"10-20","male","1965"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"20-30","female","1986"
"acetaminophen-amoxicillin+clavulanate-doxylamine",3,"30-40","female","1979"
"acetaminophen-amoxicillin+clavulanate-doxylamine-aspirin-penicillinv",3,"0-10","female","1967"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","female","1961"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","female","1976"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","female","1981"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","female","1982"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","male","1950"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","male","1951"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","male","1952"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","male","1954"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","male","1969"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","male","1971"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","male","1973"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","male","1982"
"acetaminophen-amoxicillin+clavulanate-doxylamine-penicillinv",3,"10-20","female","1983"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1952"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1953"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1958"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1961"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1963"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1970"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1973"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1974"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1980"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1983"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1986"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1951"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1952"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1953"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1956"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1962"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1964"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1965"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1967"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1974"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1977"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1978"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1980"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"10-20","female","1957"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"10-20","female","1967"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"10-20","female","1982"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"10-20","male","1952"
"acetaminophen-amoxicillin+clavulanate-penicillinv",3,"10-20","male","1979"
"acetaminophen-amoxicillin+clavulanate-penicillinv-aspirin",3,"0-10","female","1958"
"acetaminophen-amoxicillin+clavulanate-penicillinv-aspirin-doxylamine",3,"0-10","female","1964"
"acetaminophen-amoxicillin+clavulanate-penicillinv-aspirin-doxylamine",3,"0-10","male","1951"
"acetaminophen-amoxicillin+clavulanate-penicillinv-aspirin-doxylamine",3,"0-10","male","1954"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1953"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1956"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1959"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1962"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1964"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1973"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1974"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1954"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1960"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1969"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1970"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1974"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1976"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1979"
"acetaminophen-amoxicillin+clavulanate-penicillinv-doxylamine-aspirin",3,"0-10","male","1964"
"acetaminophen-amoxicillin-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1978"
"acetaminophen-amoxicillin-aspirin-clavulanate",3,"0-10","male","1984"
"acetaminophen-amoxicillin-aspirin-penicillinv",3,"0-10","male","1976"
"acetaminophen-amoxicillin-aspirin-penicillinv-clavulanate",3,"0-10","female","1979"
"acetaminophen-amoxicillin-clavulanate",3,"0-10","female","1981"
"acetaminophen-amoxicillin-clavulanate",3,"0-10","male","1983"
"acetaminophen-amoxicillin-clavulanate-doxylamine",3,"0-10","female","1977"
"acetaminophen-amoxicillin-clavulanate-doxylamine",3,"0-10","female","1983"
"acetaminophen-amoxicillin-clavulanate-doxylamine",3,"10-20","female","1969"
"acetaminophen-amoxicillin-clavulanate-penicillinv",3,"0-10","female","1967"
"acetaminophen-amoxicillin-clavulanate-penicillinv",3,"0-10","male","1972"
"acetaminophen-amoxicillin-clavulanate-penicillinv",3,"0-10","male","1979"
"acetaminophen-amoxicillin-clavulanate-penicillinv-aspirin",3,"0-10","male","1974"
"acetaminophen-amoxicillin-doxylamine-aspirin-penicillinv",3,"0-10","female","1981"
"acetaminophen-amoxicillin-doxylamine-clavulanate-penicillinv",3,"0-10","female","1956"
"acetaminophen-amoxicillin-doxylamine-clavulanate-penicillinv",3,"0-10","male","1983"
"acetaminophen-amoxicillin-penicillinv",3,"0-10","female","1955"
"acetaminophen-amoxicillin-penicillinv",3,"0-10","female","1966"
"acetaminophen-amoxicillin-penicillinv",3,"0-10","male","1979"
